104.07,99.75,99.540001,38.4,101.0
99.75,99.540001,101.0,77.84,101.910004
99.540001,101.0,101.910004,106.25,102.010002
101.0,101.910004,102.010002,74.63,101.610001
101.910004,102.010002,101.610001,48.57,105.199997
102.010002,101.610001,105.199997,108.64,103.470001
101.610001,105.199997,103.470001,117.33,104.57
105.199997,103.470001,104.57,85.85,107.160004
103.470001,104.57,107.160004,55.88,105.459999
104.57,107.160004,105.459999,57.33,106.879997
107.160004,105.459999,106.879997,62.26,108.07
105.459999,106.879997,108.07,57.5,107.919998
106.879997,108.07,107.919998,41.87,106.919998
108.07,107.919998,106.919998,65.74,109.82
107.919998,106.919998,109.82,49.35,109.949997
106.919998,109.82,109.949997,41.64,109.580002
109.82,109.949997,109.580002,48.6,108.389999
109.949997,109.580002,108.389999,46.74,105.730003
109.580002,108.389999,105.730003,59.99,105.93
108.389999,105.730003,105.93,77.42,107.510002
105.730003,105.93,107.510002,46.99,107.32
105.93,107.510002,107.32,30.22,109.410004
107.510002,107.32,109.410004,29.26,109.889999
107.32,109.410004,109.889999,54.04,110.669998
109.410004,109.889999,110.669998,45.63,112.18
109.889999,110.669998,112.18,48.66,111.019997
110.669998,112.18,111.019997,40.06,111.449997
112.18,111.019997,111.449997,58.48,111.849998
111.019997,111.449997,111.849998,89.85,112.25
111.449997,111.849998,112.25,55.17,112.540001
111.849998,112.25,112.540001,87.98,113.050003
112.25,112.540001,113.050003,50.15,113.690002
112.540001,113.050003,113.690002,105.86,116.139999
113.050003,113.690002,116.139999,69.82,114.699997
113.690002,116.139999,114.699997,124.96,114.099998
116.139999,114.699997,114.099998,36.42,116.059998
114.699997,114.099998,116.059998,30.46,112.550003
114.099998,116.059998,112.550003,38.89,112.220001
116.059998,112.550003,112.220001,25.71,113.709999
112.550003,112.220001,113.709999,36.17,113.639999
112.220001,113.709999,113.639999,28.9,110.629997
113.709999,113.639999,110.629997,30.25,108.989998
113.639999,110.629997,108.989998,101.11,110.610001
110.629997,108.989998,110.610001,34.46,110.510002
108.989998,110.610001,110.510002,37.74,110.839996
110.610001,110.510002,110.839996,21.42,109.639999
110.510002,110.839996,109.639999,52.17,110.449997
110.839996,109.639999,110.449997,63.08,112.290001
109.639999,110.449997,112.290001,20.66,112.419998
110.449997,112.290001,112.419998,41.3,113.440002
112.290001,112.419998,113.440002,34.27,110.559998
112.419998,113.440002,110.559998,112.29,110.099998
113.440002,110.559998,110.099998,59.83,108.760002
110.559998,110.099998,108.760002,49.42,108.889999
110.099998,108.760002,108.889999,42.37,116.730003
108.760002,108.889999,116.730003,20.3,117.580002
108.889999,116.730003,117.580002,54.91,118.57
116.730003,117.580002,118.57,72.72,117.43
117.580002,118.57,117.43,45.4,118.059998
118.57,117.43,118.059998,44.1,117.809998
117.43,118.059998,117.809998,34.04,119.489998
118.059998,117.809998,119.489998,31.3,119.239998
117.809998,119.489998,119.239998,59.73,120.5
119.489998,119.239998,120.5,62.97,119.519997
119.239998,120.5,119.519997,54.4,120.279999
120.5,119.519997,120.279999,50.82,119.809998
119.519997,120.279999,119.809998,59.77,118.669998
120.279999,119.809998,118.669998,82.79,117.349998
119.809998,118.669998,117.349998,51.62,117.650002
118.669998,117.349998,117.650002,32.08,116.809998
117.349998,117.650002,116.809998,58.53,117.349998
117.650002,116.809998,117.349998,25.94,115.970001
116.809998,117.349998,115.970001,141.68,117.699997
117.349998,115.970001,117.699997,66.06,117.889999
115.970001,117.699997,117.889999,51.51,119.470001
117.699997,117.889999,119.470001,23.07,119.379997
117.889999,119.470001,119.379997,19.22,118.809998
119.470001,119.379997,118.809998,48.19,118.779999
119.379997,118.809998,118.779999,48.39,118.93
118.809998,118.779999,118.93,44.41,118.470001
118.779999,118.93,118.470001,54.72,118.790001
118.93,118.470001,118.790001,136.57,117.760002
118.470001,118.790001,117.760002,127.93,118.389999
118.790001,117.760002,118.389999,46.41,118.559998
117.760002,118.389999,118.559998,49.67,116.620003
118.389999,118.559998,116.620003,70.69,113.949997
118.559998,116.620003,113.949997,60.21,114.940002
116.620003,113.949997,114.940002,83.69,114.599998
113.949997,114.940002,114.599998,79.47,114.389999
114.940002,114.599998,114.389999,109.07,113.019997
114.599998,114.389999,113.019997,71.03,113.370003
114.389999,113.019997,113.370003,94.78,114.379997
113.019997,113.370003,114.379997,137.6,113.910004
113.370003,114.379997,113.910004,146.78,115.080002
114.379997,113.910004,115.080002,125.3,112.080002
113.910004,115.080002,112.080002,312.85,108.970001
115.080002,112.080002,108.970001,254.28,112.699997
112.080002,108.970001,112.699997,238.67,114.160004
108.970001,112.699997,114.160004,146.63,114.279999
112.699997,114.160004,114.279999,96.08,114.190002
114.160004,114.279999,114.190002,108.22,114.199997
114.279999,114.190002,114.199997,89.02,116.699997
114.190002,114.199997,116.699997,185.04,115.849998
114.199997,116.699997,115.849998,117.71,117.239998
116.699997,115.849998,117.239998,105.65,117.870003
115.849998,117.239998,117.870003,93.07,117.93
117.239998,117.870003,117.93,113.92,116.779999
117.870003,117.93,116.779999,58.42,117.290001
117.93,116.779999,117.290001,53.11,116.860001
116.779999,117.290001,116.860001,34.4,119.370003
117.290001,116.860001,119.370003,112.79,120.610001
116.860001,119.370003,120.610001,39.89,121.919998
119.370003,120.610001,121.919998,45.87,120.610001
120.610001,121.919998,120.610001,37.63,121.0
121.919998,120.610001,121.0,59.24,121.629997
120.610001,121.0,121.629997,78.34,121.220001
121.0,121.629997,121.220001,56.4,123.339996
121.629997,121.220001,123.339996,122.84,125.0
121.220001,123.339996,125.0,76.37,123.940002
123.339996,125.0,123.940002,78.16,124.309998
125.0,123.940002,124.309998,74.99,123.089996
123.940002,124.309998,123.089996,55.54,122.510002
124.309998,123.089996,122.510002,38.55,124.360001
123.089996,122.510002,124.360001,42.64,125.150002
122.510002,124.360001,125.150002,89.43,125.260002
124.360001,125.150002,125.260002,108.83,125.059998
125.150002,125.260002,125.059998,61.67,124.879997
125.260002,125.059998,124.879997,81.76,124.900002
125.059998,124.879997,124.900002,43.24,124.879997
124.879997,124.900002,124.879997,63.0,123.900002
124.900002,124.879997,123.900002,91.36,123.300003
124.879997,123.900002,123.300003,105.49,124.370003
123.900002,123.300003,124.370003,83.6,123.910004
123.300003,124.370003,123.910004,59.73,123.559998
124.370003,123.910004,123.559998,56.17,124.150002
123.910004,123.559998,124.150002,39.89,124.370003
123.559998,124.150002,124.370003,40.46,123.480003
124.150002,124.370003,123.480003,43.23,123.889999
124.370003,123.480003,123.889999,83.01,124.959999
123.480003,123.889999,124.959999,117.24,126.540001
123.889999,124.959999,126.540001,87.44,125.839996
124.959999,126.540001,125.839996,46.48,126.120003
126.540001,125.839996,126.120003,45.98,126.169998
125.839996,126.120003,126.169998,38.52,126.510002
126.120003,126.169998,126.510002,40.85,129.729996
126.169998,126.510002,129.729996,30.28,131.050003
126.510002,129.729996,131.050003,22.17,130.270004
129.729996,131.050003,130.270004,27.04,127.099998
131.050003,130.270004,127.099998,35.65,128.690002
130.270004,127.099998,128.690002,39.54,127.209999
127.099998,128.690002,127.209999,67.65,127.769997
128.690002,127.209999,127.769997,28.87,128.350006
127.209999,127.769997,128.350006,30.61,129.070007
127.769997,128.350006,129.070007,44.18,128.649994
128.350006,129.070007,128.649994,74.44,128.639999
129.070007,128.649994,128.639999,58.92,129.940002
128.649994,128.639999,129.940002,31.41,130.080002
128.639999,129.940002,130.080002,64.81,127.959999
129.940002,130.080002,127.959999,60.71,127.309998
130.080002,127.959999,127.309998,30.74,128.690002
127.959999,127.309998,128.690002,56.95,129.229996
127.309998,128.690002,129.229996,38.39,128.089996
128.690002,129.229996,128.089996,51.81,128.270004
129.229996,128.089996,128.270004,34.93,128.770004
128.089996,128.270004,128.770004,78.99,128.190002
128.270004,128.770004,128.190002,48.13,128.470001
128.770004,128.190002,128.470001,65.03,128.740005
128.190002,128.470001,128.740005,58.51,128.990005
128.470001,128.740005,128.990005,57.08,130.240005
128.740005,128.990005,130.240005,15.2,128.880005
128.990005,130.240005,128.880005,54.57,129.050003
