44.903999,1.5289E7,45.5,44.144001,0.0
45.414001,1.03585E7,45.698002,44.728001,0.0
43.403999,1.63435E7,45.150002,43.327999,0.0
43.716,1.41355E7,44.183998,42.973999,0.0
44.217999,1.1222E7,44.444,43.599998,0.0
46.902,2.55215E7,46.976002,44.146,0.0
46.678001,1.6493E7,47.551998,45.962002,0.0
46.091999,1.5071E7,47.18,45.858002,0.0
46.512001,9766000.0,47.166,46.216,0.0
45.990002,9807500.0,47.310001,45.925999,0.0
45.939999,7775000.0,46.689999,45.625999,0.0
46.113998,3540000.0,46.375999,45.655998,0.0
45.790001,9506500.0,46.396,45.108002,0.0
47.438,1.20315E7,47.543999,45.91,0.0
47.618,1.84895E7,48.726002,47.133999,0.0
48.001999,1.3575E7,48.689999,47.674,0.0
44.681999,3.41355E7,46.276001,43.799999,0.0
44.686001,1.5934E7,45.377998,44.0,0.0
43.807999,1.88955E7,44.009998,43.195999,0.0
43.130001,1.77715E7,43.688,42.734001,0.0
42.200001,1.81405E7,44.088001,42.153999,0.0
41.57,2.0457E7,42.889999,40.599998,0.0
41.993999,1.54595E7,42.748001,41.062,0.0
40.062,2.0632E7,42.529999,40.0,0.0
41.236,3.24535E7,42.0,38.675999,0.0
40.998001,2.7893E7,41.014,39.450001,0.0
40.944,2.01935E7,42.094002,40.155998,0.0
39.740002,2.9193E7,40.256001,38.25,0.0
39.993999,1.5831E7,40.646,39.004002,0.0
40.509998,1.56205E7,41.099998,39.806,0.0
39.276001,1.34935E7,40.714001,39.175999,0.0
38.712002,2.4821E7,39.563999,37.776001,0.0
37.613998,1.8086E7,38.652,37.153999,0.0
37.939999,2.2964E7,38.256001,36.481998,0.0
38.240002,1.42615E7,38.748001,37.616001,0.0
39.388,2.6488E7,39.903999,36.549999,0.0
36.556,2.8868E7,38.624001,36.046001,0.0
34.695999,3.9657E7,36.787998,34.035999,0.0
35.066002,2.1927E7,35.195999,33.397999,0.0
32.52,4.7188E7,34.599998,31.548,0.0
29.598,4.6565E7,31.43,29.200001,0.0
29.65,4.3258E7,31.958,28.209999,0.0
28.733999,5.20325E7,30.993999,28.348,0.0
30.094,7.1262E7,32.652,29.4,0.0
30.208,3.6179E7,31.402,28.74,0.0
31.034,2.7969E7,32.59,30.822001,0.0
33.736,2.9126E7,33.868,31.336,0.0
33.354,1.9438E7,34.59,32.953999,0.0
33.316002,1.4797E7,33.498001,32.5,0.0
35.548,2.53005E7,35.782001,33.970001,0.0
